Masked Well Name,Fuel Type,Fuel Value,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,R_51,R_52,R_53,R_54,R_55,R_56,R_57,R_58,R_59,R_60,R_61,R_62,R_63,R_64,R_65,R_66,R_67,R_68,R_69,R_70,R_71,R_72,R_73,R_74,R_75,R_76,R_77,R_78,R_79,R_80,R_81,R_82,R_83,R_84,R_85,R_86,R_87,R_88,R_89,R_90,R_91,R_92,R_93,R_94,R_95,R_96,R_97,R_98,R_99,R_100
Shelby 3H,Diesel,82272.98298128144,78836.47045066701,82502.44789270186,84809.0389929389,79724.41708827879,89211.5138905729,76324.64189351337,76662.9118548958,85298.33664511066,80671.32034731527,75197.93475361931,79485.91505056665,89774.17379449742,79851.98213073147,73550.31387855111,79355.90396476549,80692.10734739824,91560.47097453542,85676.92959310656,90619.1181330894,68831.92087565592,76279.92721884097,75410.9739072173,92032.30901680852,78925.6418346172,85433.15233342072,83727.77165422156,86362.53401579268,88110.67098577209,96995.17494436527,81315.48978517874,82725.89337167302,84717.43139646688,89683.65997669363,85765.25081892237,79841.41794940869,87043.24511294963,78884.86953753528,77273.3250072959,79995.26310292874,72653.72593036009,78048.65829293482,78378.82264937609,78646.3343694816,81498.35259722723,78777.70544268414,77447.26538966909,83276.55114567847,88722.76891708554,83932.279473341,83806.34667750269,84918.31265352748,86581.73352342586,78933.22856883811,84486.8295666176,91527.70744563309,83537.4816842032,94796.30261385482,77577.4985353801,82358.25967743954,69620.0377593593,83898.68069514254,83369.7156609661,78150.349036509,85382.43535897152,83881.66631323441,80634.77667841113,89616.97627017915,84680.89541084385,84693.94213426672,93805.85049724931,82321.49613508942,77505.15652390665,92581.60999451778,69274.06014705023,73606.62440873592,90164.63691806718,90899.91310816591,82685.89499780163,77917.28187442338,83639.41127864811,86087.16670336749,93794.73028544238,76135.28467243345,88157.37331218769,73668.3694634924,81261.98424932433,70592.64444259233,75018.89737598824,90114.90626853466,74694.94596441272,86767.69291597846,74441.02111458426,85394.05830552148,78449.06572311737,87145.22127961388,80553.36100720157,86128.72962841498,83236.06989807195,81487.51753197749,80063.38536697632
Oldham 2H,Diesel,61652.129955764816,59370.63403949388,67871.1420181381,60110.18195813698,62707.132692700434,48121.67311688581,61487.123003239176,63290.465818219345,60643.282147072445,60908.41744895411,58074.27684052474,58410.62503260466,62620.23158460434,54270.76094867164,60876.64271601214,51701.43156276418,58420.89367223969,58557.435940498726,57465.35759326085,61291.20329809064,60539.04472962586,62161.51137618513,65021.988017527736,63595.840420773144,63150.2233754847,57921.57816418746,54805.12474815271,58699.4830078736,53407.57862261635,65157.597647988325,63509.637252036635,54493.225632850445,54815.31903653952,59540.226211511144,60975.8065206878,62629.462834336286,65391.817118292696,58803.63647082618,60645.20280001977,66454.27005811656,64349.59407775969,64267.19699006254,61149.64792854642,56819.950374144915,55052.504706056956,59224.838397831925,59842.61633057135,54779.71146752524,59396.090363730196,60341.74962140891,54630.21940270387,72082.51888642496,62926.04029440772,60808.20009301936,66483.77181695365,61870.860420439094,54688.27458990518,62080.17863945968,66103.55107056857,54547.74682311462,60387.42145714376,71382.02120949456,69372.26192420101,67459.55259517109,61502.19868691941,70141.64020568719,60357.10683107505,58466.251624286575,59791.54635949492,56485.68383954363,61528.20180894978,65269.806362357005,58936.03289093022,72485.5444952754,66687.07827784665,66186.30801632957,52852.141433005076,51479.91602643721,57046.22698732424,61612.48112615647,52126.24836212362,59318.31585959705,67502.81027932218,65403.54410968776,57375.33203213888,65201.92316042094,60926.53998938082,61058.349772613794,62917.46380892926,62940.04031291994,59687.33069730013,68491.67148362845,59888.453788404535,57856.34099979419,61924.141840010794,64057.34183656892,65655.12912197168,60361.76958853901,71139.96762685114,58617.29484096821,57915.406572754815
Screven 4H,Diesel,117635.57750504934,117777.28692196203,121165.46519775547,119796.24606984337,127229.55717803714,125153.56535036954,114135.15193396906,117266.02824300632,118323.64359420752,120288.62768594673,120194.97094879771,118171.46649481685,114083.6483904416,118212.31879029114,117950.7956842915,118548.19055367216,113168.61237587382,118146.95379296766,118845.85933465889,120281.58872518156,115621.6226899146,117635.29231568096,119858.06843018958,114894.88796803929,112731.09039479835,109838.6562756575,115323.80937545665,121794.34721452238,116619.76268186231,128120.3752148919,115121.73766873521,115348.45332557165,124006.95391105862,119782.2919716773,114894.26552526523,113552.95394081941,116920.58702216794,121964.99477580666,118243.10596700016,115169.92784606434,125964.11237748875,129581.95691495802,112947.89138794519,110489.59484591009,114552.0169843233,123114.83007317837,115454.41221924845,123136.65470346274,112956.9664986949,119056.04980763608,117855.05272046423,117182.74033390367,103988.77736118501,118649.06306764547,116696.44045377336,131658.26924161124,111202.22993069171,128630.61700462412,122879.53933427588,119643.98765435476,118089.14978625419,125027.00463049911,117275.26354774191,106341.65412577396,125276.44953754952,115614.40660521828,122370.9425770205,113065.12718769815,123966.93567202537,117891.97840131648,117619.11113257184,121328.72826639947,123242.97343477525,116072.53615232058,123810.76487506127,115418.42795016615,115698.19471434399,111979.52957073762,113844.47611996486,121518.29900240159,111599.96219625341,119593.04736635755,121999.83860263051,124763.17331667503,105860.6909840554,110104.08662022925,119080.52246326856,118265.48462335713,108729.25032646279,118529.55029323426,121389.59238316458,120653.61511288605,118390.29425959902,115099.82865356846,117546.93599324388,116796.84198503272,114918.18211686549,111950.76368676165,113016.6927980727,118104.79030682839,119646.05318615118
Montgomery 1H,Diesel,81839.97729620532,77589.77263253833,83208.37851230016,88095.62115664649,82115.29685654856,86139.13138618566,89802.79811868459,76440.44734085388,70032.29945957332,79681.95723264849,88265.4111151153,74648.0840237879,84031.21192263026,80277.28117216328,85951.84500150538,76939.12566683727,82601.62141877292,74943.59913003018,84771.84312279386,77273.57636849213,80005.25211388987,87723.50391701233,75571.87613615707,84975.52120992834,75580.7976369054,84233.6429337519,78031.06935729642,84020.09715260488,76540.82808436736,84441.29841279075,74856.69154056752,77908.52272446147,84903.64757827664,78967.08851174275,76945.84226707081,96840.29068373368,79788.10346501277,78540.5546620094,76119.80558498016,75230.60072833944,77671.59962137525,88743.85598669505,75427.19993156273,86610.38453541244,74384.50246733207,81964.88002023146,81449.57504396467,77602.66730590444,84770.33447804183,77327.19849089812,85693.30406976446,94325.05313062652,80613.00986665009,79198.94210476594,85570.21924101915,77368.72513317726,76209.13095422435,82952.73912190356,84093.57216190945,74291.40755498136,77836.61003645658,91853.85108593284,85156.06796717492,83096.68464185989,80595.37609387175,78768.78921791418,76110.5501102045,85154.22555731125,86397.89482058653,85765.4386151339,77992.50281674686,71232.19441840566,86348.90034358136,84968.19442411484,81357.5013840138,79775.51519922202,76070.51276082326,89053.42802987884,78139.89785990436,87725.09396768948,75224.449782037,80311.57823683314,83130.67807236749,76706.79841584066,80844.06470697731,76447.92137919,88014.77005183662,86469.34107257758,83385.50056144649,91612.13056392595,76244.24824133758,87319.7142050963,76072.50364402609,89246.2331320802,81115.13947443668,79920.62096535024,85062.58990570124,86014.81974325479,76143.1065327063,87965.3099549996,75661.47976175335
Adams 5H,DGB_Diesel,34575.41114537225,34762.39544306692,37813.98113548735,28366.32558241572,31948.882747672815,33904.69048045155,39516.29284207961,31814.084004995486,31782.758661022002,49845.22038772261,41467.61401614835,39323.33660210356,38450.625326511996,39745.32723630647,30814.12712313771,36459.5438038783,35937.777674393474,32765.57123339095,31638.51896086252,32446.656201137972,36363.536075230484,34639.17018545296,24700.595158784443,27832.879174452897,33287.88246198137,38946.16489676543,30604.65853895888,38343.71039199839,33834.35082075191,35895.828357691214,24674.63018352088,31154.999548764594,30070.800678458185,41969.69489175584,30430.137521920165,34154.99643233363,34292.920212776466,43586.359467452145,33941.3503179623,40831.675597970556,36647.1987698467,43430.686252630505,33798.49451070525,28848.86242585007,38825.672112890396,38780.509987097015,37479.30370035521,47793.84653172376,34422.34218636401,27560.51750368252,31041.805573260663,40147.834339254674,34303.824349127855,33652.438950668366,28376.506955242457,29641.073458895924,36061.33438838887,34415.25745282272,37250.03525547559,40713.52887463245,50470.43962994091,40633.06649506063,31083.865337616247,39476.65973572232,32966.4058430216,30385.884539561583,27156.09161269733,33563.09945993227,28131.27149150364,30702.454137772613,34607.84455782778,32517.13019438816,44388.999097444575,32459.27912694338,40051.47673763905,35680.76320341361,33106.50225213625,37780.99999677704,36121.29312839017,28715.780876515884,42187.50718875716,29474.09612390052,24675.812007467674,27639.32243530097,26513.53129096676,32182.53598911626,26542.876758983923,32779.41399067711,32147.109227611538,33367.57774574227,37118.17672055228,22805.62543977287,45158.37978573557,36703.66065206359,40457.81273851368,29691.69991251848,35520.87019806416,29823.113289608336,40315.037360422226,38604.571964294875,28899.3646529228
Northern Islands 2H,DGB_Diesel,63643.672153708656,61335.68552428343,59706.00441892777,65316.32201221862,63157.1427900898,60090.678285501286,77146.06284614443,64519.415506847996,62140.637471736554,54631.23738016077,71278.42825004442,75626.25438845815,75553.1146844049,61108.325941378775,61125.76610164617,61947.84413362738,77311.99143089462,62615.64446009288,63696.14080858472,66967.18748880598,60094.31847470155,70111.29052433406,64988.307916788544,65738.69500908165,70688.89244647279,64713.973403447715,61501.34705320851,61015.50176374058,69840.23161403307,64353.539362604875,52296.31485845659,70457.42151020053,62650.30135966767,71012.69026968315,63017.672139818205,65977.66089632877,70238.43303319793,58414.968858819644,74974.08050304718,51234.79801581797,57637.12160685555,63701.60863891157,59721.8843792161,63889.12444479758,65001.94284628307,60112.09369566217,66449.20141966392,68196.16527568412,71490.97384493762,59378.227460464404,64238.54455772645,69195.96792394354,65824.35415244267,61166.7530145156,60865.421511876964,65135.325832458846,66761.3842144279,64518.48683209244,64483.650790641914,67891.02303386318,56913.192954629645,59850.04990842074,69300.09790009732,65458.18367257923,64689.5436471339,58790.56042673919,67910.39468075057,60159.47006120535,59757.153482397516,62894.43719895021,69035.24646378242,70704.40729237268,64949.63203968413,65426.42184181329,66345.55164619205,65074.2083810181,67360.6360431583,59526.07227132675,73200.50489524107,57628.800820882316,70797.47027518129,65203.576700741054,62046.62510175547,66153.09438499036,64573.47899421179,65674.53892713031,65007.18081262077,68890.2450284896,65318.36241361103,63350.778374237554,71323.83337736595,76471.16772176132,63825.42955924842,60688.72135281919,65006.60045997912,66050.04782909367,68933.18207711702,74051.89731632131,64769.73115998282,57069.662523935796,62901.95472445332
San Luis Obispo 4H,DGB_Diesel,71260.56155417582,84439.66905640937,73815.69556026865,71149.45141040481,71596.95854784118,66988.85478410417,64984.968553389626,73006.80732316777,67709.31436748702,69175.2868480437,74736.53335021908,70370.99243679373,71174.93635094794,69474.03285572406,64585.618895274594,81307.25200024579,72780.45655398096,74873.53299712786,71021.95563290249,66700.49184095251,66258.36172955782,70935.95329239269,69001.60178353508,67736.75502226892,70832.90440717334,79081.12465722254,65355.204729708006,72126.1287819388,74827.63445513215,79205.60744013544,73086.64967633296,75364.46476610177,77382.3037045262,61853.271120306286,63768.681122873764,83189.11593020771,80068.91125351124,66340.18317378123,63906.12066165133,64678.27906318044,63309.507692739324,68520.81685773919,75936.56654531995,70441.10356881113,81036.63390812714,67152.35729800338,58287.716197705384,64645.55663203455,77676.69185900135,70670.32354261479,64712.28981590375,70633.07955017085,65461.63477520168,76717.5952326743,63364.05945095958,72239.79522258589,83296.4591879884,74107.35385619152,77727.97139754,76211.75788869585,71931.58339998647,70692.78560186614,73016.09834661864,74694.17238087957,69133.5079813534,69463.19475141911,72603.22030195109,71679.79238605761,70002.30982341056,75880.95536119986,65321.45530144525,77499.1617493182,64426.722753968905,62545.145032948596,76245.62737905244,76271.5524078937,74799.09341357836,78999.97075204308,85052.24484915777,70888.97918041755,68531.69036613828,67113.42038329013,76148.0483835755,72613.04013556204,76398.19420574071,74817.5192215111,74751.93307558662,82734.25180130046,72275.87485898766,84584.22451725158,71628.75757362103,73886.2901226621,80757.91175251796,64858.71230448595,67511.72510270428,80250.5941976155,71849.42084821258,74975.19186168714,65194.00892509641,68149.04865189473,69714.30598515189
Clay 4H,Diesel,99340.17310861853,92137.89207998205,97900.33760901721,91354.09682192445,103957.26283204652,100677.625973621,97298.42378830747,94242.17554043619,106545.07098682116,91009.31434772731,99041.75960459579,93240.78388356837,101860.39269101422,97604.90081663728,98625.49023477685,102668.52218935902,99276.13873562,99428.02738083937,96956.92799518588,99217.9875464471,112572.70572362148,99084.1738752487,114164.49826129847,86771.35623682816,102637.6112358004,89841.6160597355,117506.94645836735,96592.63103971932,92062.79487436572,99034.79112458612,91086.98836420829,96639.60310670982,102173.81818479134,98494.71124244388,98760.41668414207,104868.94700221598,95146.81335795236,89125.96576143247,102168.8360535221,101020.22864022804,93406.6859281286,101074.14930560744,93793.14211908529,97210.06289559664,103701.1237355213,97528.29899385794,108068.81095476767,104847.51285889777,103983.75254960041,104651.24044511966,97022.28812171853,106116.26721124568,101136.07217487242,104052.94726814223,95426.76114189399,102171.84821020349,99043.60632590744,94085.52846981838,96373.86652749112,87874.26978806601,98987.67792603922,98938.77403694512,93141.06464329899,100272.20204542171,96745.46140032727,100598.24457563902,101016.56100198757,98724.11939236366,100538.32058126591,110917.14823686177,96167.00901512292,88529.41077666018,92522.63253782902,100807.08552303283,108440.8653060043,92133.60921799476,90304.44089529407,102928.13192044725,102345.38225728794,100239.19394697492,97343.83554381297,105330.96517822561,97123.9312679254,101701.8380585305,103197.50641535257,92052.6850013904,94139.51807203145,101739.87044231723,96647.79412321227,96990.69992555413,94799.19646633501,107189.19051094596,93266.77946806856,100262.15359050405,97134.77175213082,104471.80012272757,101585.73970777208,96811.83032169248,94878.12048814163,100028.88095458869,97299.07426260077
Dewey 1H,DGB_Diesel,83180.21312221698,84929.31441131132,84913.4251315737,79822.90612400103,70794.00322812893,74736.87989813996,75386.71623267583,83912.09254390866,80958.51263232167,88335.38908550846,79895.44329648018,85926.10519699543,86115.14453532474,86405.36010209584,77315.41993372404,84359.76008217565,89933.4666949519,99153.81107292775,74066.30039226268,83363.20753830475,85341.84541573252,88183.04462973773,77877.65492956176,80524.3901921135,85094.10349938452,77863.31599295723,90655.04196460616,97964.66440629655,94871.46576074365,83959.72170968911,90090.50295729701,74201.38400156013,83453.2513694566,84519.11686602078,76060.0383901623,88718.448073555,82753.76431988229,92672.64322608763,75903.23783097806,84165.32091311671,86389.15066802307,85292.25201022856,88872.44423920749,89128.41079416129,77957.70701334767,86166.19357563129,95904.05521305092,84852.9432330705,88898.42681749797,87065.95969867379,80568.22718292272,85528.50012580275,85030.12028895374,79634.43188610856,78455.47443179275,78828.39922429643,84919.56307635027,76441.69385031686,81436.98340820838,77181.22309442612,80461.72942747324,76984.8459036197,76596.29123257709,70148.61489500993,84812.33592642275,85040.92888862884,75527.7427482029,67499.73877983226,78187.18649067017,75366.62602098573,76536.01321709895,86315.99965406315,85452.28947035491,83140.31157029587,83132.70004270521,84542.02132864678,85095.42484107263,91278.48114239014,89496.9325475014,82517.12985625064,76178.80064211375,85424.29457332076,86262.26667539432,79688.14911931973,84090.66374940862,86991.84277889338,89209.76689551778,86198.94038374771,73130.77894946888,84976.37582657316,78186.95205806693,84642.45006055923,77929.85167424282,86136.69923936733,79482.81548895547,87892.70598278753,90102.26628531583,90590.94802112112,89831.68456417564,90660.94414018659,78231.87786354235
Jefferson 1H,Diesel,79074.32230130314,70041.9984263334,77812.46811019014,81364.46805722764,85943.8548280222,81765.75203882958,68767.66585802336,72419.53618250243,69797.81906604957,72040.78527475786,82566.43007898082,79586.32735183716,77648.01518759868,79265.29433235989,81984.7519926606,74861.2073511791,77667.45688723095,79846.43490632233,81104.33395495478,72894.62851387286,83765.67916348692,81274.45267531618,71687.64117801169,83658.794601776,74981.07120887794,91769.07932271324,78088.35287048102,87896.57882243278,77272.260967626,74332.10914329617,80264.10988095078,77506.26000626005,82794.12599952609,90184.88308066505,83669.83656574278,79562.37900112545,77009.78046050767,67632.04598712052,78324.34586492559,82624.55299570576,67054.32814676639,81083.02550569,80898.14797036987,76453.29153590128,81685.67186861698,86423.82189016021,75601.75834488048,78595.879753204,82131.90526885181,69030.94391623476,82442.7621263084,81935.30372952123,81102.06296060413,80323.13634246952,83672.49790247901,87572.45809437912,75771.54529305297,76610.87551552868,74619.30021324365,78114.48362215442,77024.74490940211,71612.40720593277,84910.02063082236,78739.56949821523,77738.24485736732,71138.51655548516,76353.9168690415,76343.96351831469,80244.09869452234,75488.95693877607,79427.89545482786,87606.60467527193,76312.97373851732,88327.85433210427,79110.6557563058,67913.17932400363,77335.2365237992,90956.32381696827,84143.69567485689,70699.13775650911,78017.44314337654,78539.93489138644,86136.83987729314,81004.89088512187,84055.33544187764,79192.24056415021,76771.63184631115,74578.97269626839,73911.20162352624,70059.4248169097,78945.1781987062,81555.76081763416,79367.46748668977,83222.7631509846,78146.97636623026,76419.94428223772,77474.5767887958,75312.7660684873,71548.89176003275,68620.96667030039,79821.72821342383
Lake 2H,DGB_Diesel,91650.82914815385,91575.76044726814,93288.5391403468,85904.85169757332,87977.98248526313,99782.2592321058,91823.92479875746,93282.61859568299,96463.45014318902,88983.11702476976,92853.77632040886,81356.86198257787,91245.06094913204,98975.37315495373,83508.786233942,83714.15991998797,99733.86247703887,88017.5793457533,87440.04877111386,100212.08757587937,96603.91837562715,93958.04841812645,95909.7898114433,91119.99303165109,76413.413595373,83225.03233400431,88516.05903749973,84992.4490589206,97695.82494232939,89439.53217945811,89313.19778529213,83718.99195770088,98481.75054458405,96293.08115199435,99586.71678630575,104932.79776059523,84406.88366696905,90548.1876855124,95232.05748221166,95498.66776660632,84474.06044070715,107349.96106955013,84290.39296445927,94478.19931134305,84330.62278125944,80788.17314743974,83017.20807061804,92438.68629891962,82890.38430385655,91197.00925430567,80246.28599455315,85792.35584106133,91391.68273202598,87330.35097108604,87517.35347039787,89676.15182967529,91388.0281996071,100906.22679612806,78623.8215334632,81996.86805184609,105696.85952715627,88715.00857868239,99859.64952554276,89408.95031686622,92612.85771957647,100815.2569826986,94869.40045824618,91994.32390801566,97085.00876315516,93511.40629591257,88455.42593714996,94434.13869536409,84599.23309315872,86681.46999759864,81807.9615909546,89646.62924427936,83790.32781433711,90581.5715018719,79502.80136850278,83251.86219791601,87876.31510010487,96739.54055673175,93405.05627169184,94991.27453906205,95305.37159825939,94554.34442291471,90953.1631563845,94188.3050747077,88914.94326661319,80741.81796544345,92080.61605719474,87048.09956955643,107204.58306176192,83426.40286622613,95067.92542971722,90349.14399321406,93429.90694260556,91570.67017853554,87961.23545995046,94795.06543632547,94409.21276612493
Clark 3H,DGB_Diesel,49950.70356089052,43904.181353967775,53062.791945182886,49266.863018351745,51350.5044500828,61919.31359348217,51648.0539720444,56473.74006777944,42156.64813261767,44081.52166567416,54163.14513184249,53768.74903516689,45778.302976649924,61975.754112069655,45450.961364208044,51578.05323233309,57372.19702479711,41961.10646884765,55360.52311026206,52430.31510515863,52500.288850237645,50355.6511530476,50715.67658998556,48912.5573342502,65585.35161158239,52186.93390874027,51761.20143954407,55591.20092314967,57331.965892419204,55156.69789349,37128.39342760964,42936.705452582406,52406.201700142075,56606.8385863714,54397.90563406433,47265.15413246962,42762.07443710632,46221.06008209579,49733.70242143534,51036.32573659572,48291.184997545,44193.544537850226,49489.3020965036,46519.53496507911,48348.63850704803,53761.986918139366,55716.255832868424,54701.40747458429,51506.80606821885,43455.54386412583,46459.64802302253,50130.778180404246,45435.24502365046,48471.30200999324,50763.25913672251,48984.571269219494,55515.352748439494,51149.36701966311,58290.68064835038,47090.26021775237,50635.516327520774,55218.83521647854,50498.65430279807,53748.07187436625,51580.55419346206,47271.495303401505,47087.991779654425,46345.86648367732,52024.28884694297,45525.52712216495,53820.55603130173,51626.36528099237,55440.298786464075,48548.62396411198,55398.54094706224,53010.606157767375,46485.52315616605,47742.12216569013,49641.84916341959,46000.37589152862,55793.00745750697,59472.76816606257,47165.37082172362,44976.20986800412,44315.849786596445,48372.823663944684,53876.03415967508,62969.31642427731,55710.463308917846,59570.31616472343,44922.379190057545,50190.711568562285,51998.99051761985,55267.26797899461,55894.6209344328,42671.17124190199,51475.087669572895,50801.812049265005,55044.55281290653,41720.983489994615,47532.25714168908
Chambers 5H,DGB_Diesel,93298.37788877836,91324.44934156672,96504.85795209327,101239.05422958979,98318.65574916806,81750.51555645445,82915.014211126,103213.2798792803,94517.31670289255,87809.18952705983,88920.03771200537,89653.43185620877,87370.07239378775,92008.4864225803,96439.88219718637,95533.66187154841,93382.7396949251,97358.4765399461,88705.58608105438,85075.81538541205,102361.1113147883,90328.31079682506,79817.53278462007,96193.33607551394,88612.78841733639,98765.60951221758,89234.34617246035,92582.19433379278,90339.53679811755,92272.53153154292,100021.32234223759,83823.04836188481,96619.44253608244,96764.26208909172,86533.35488314905,88746.14827712908,95055.14277826581,91174.28810049161,88819.41563507517,91200.71012264691,94034.51615330455,98062.44358962601,82820.1951720368,90859.65221806266,84927.39379488185,95144.35981594442,107634.76537626969,89050.07882051077,88337.25686965021,85956.48620550218,100976.79682668966,89448.80098485244,88207.3656854578,103679.69576963838,93470.51414058638,95773.24426111465,85281.35303037647,87571.20113937222,91537.78122574641,86708.58612192616,97769.15553474425,94405.50599924785,95682.2419449789,97552.95928800285,91086.914128765,87575.0978181016,91920.59482322211,99669.71982795327,103712.51809035827,93750.11122251452,93755.60703876305,91754.56994721247,100013.54316699349,78918.57444855067,102764.88167615142,95322.99619783362,86521.6775788093,92630.82979762496,102002.16167160915,86559.59546606759,97101.98997732162,100120.32739789065,84348.33897651784,85671.19964731776,91890.38787193407,85032.92861425692,96632.06017371902,89217.62759008922,91301.85148750221,102915.036985632,87815.48434494142,86377.68839403696,98721.11475724253,91185.19965769256,102958.58871778894,98185.5524475723,98645.04266839768,100967.04517645737,97838.42023680056,93187.55852210954,94781.05745631171
Plaquemines 1H,Diesel,117233.95492501564,127647.7049375169,106968.86059252429,126646.96590373365,119375.39604710895,119086.44767740049,122805.31752614814,115235.44297834352,121918.30335996424,111856.67260255665,111068.77767514944,116137.27338608004,111424.4709155634,112362.89986816037,123225.45180271969,112215.37125038976,119089.25341597224,110696.91247918044,126483.20323651693,111371.32677278933,123989.05020241828,115225.46935886415,119307.30828153291,115404.36655152813,115858.26312091408,120460.58175170816,108002.13656066591,116235.92193561218,107728.17402308178,109878.55106648646,121841.84596835644,111055.00826560857,126113.12334519837,115184.89088546322,122511.13795134057,122692.94890854762,120423.36444937937,114928.28957234389,104592.19917383802,120096.39896167725,125188.04973826568,123340.56231122985,119204.89427147643,113331.57648343372,115698.52295795361,115878.93250581835,112345.06966643647,117874.79558290291,115208.39382119574,112342.61117399205,109786.83354799851,117119.35233723228,108189.84329132596,115511.75955627012,121790.097626198,122591.58485512185,110813.4976799871,121245.85863891542,115061.36004849602,117396.32800713417,118840.33215415601,118875.25617136917,119592.46821643853,126491.36571096964,119276.85646649553,117997.09724500433,117686.7903292057,115397.61856840481,104263.17961763928,115738.06956916349,115523.02305352072,116668.72758910095,105235.1581781646,114847.05442634126,124250.52799562515,117203.4945629097,119727.86832415863,125673.43794574341,106657.24495545935,119034.59952753852,120480.52966313557,119078.45736109746,110068.80192768306,111197.13667311266,120321.98372717442,127135.74911751409,109098.6257399851,119101.88252354694,116305.91333895529,113094.31452913629,122503.6351834112,116612.89391645064,120498.94900801318,110737.07673145256,111580.60920086646,110842.5565012166,121031.35285329838,113821.8185617261,122719.46356283408,129414.6920498603,115118.35229762549
Sac 2H,Diesel,92408.22691284546,88961.9364740795,90114.66577563722,91876.97080334694,98962.71659586878,95891.80951581721,87080.89216989293,94471.92832194497,100876.95340257426,96968.47545447442,91574.67653728813,87020.77801358965,99971.05931045183,89286.25392044635,94260.04059077363,98791.20507742537,93264.39242844492,91898.17020624879,89307.76705050524,81268.0599439202,100202.50259957393,92304.7892192918,96962.7654894227,93876.68808466976,96950.10954302554,93381.50228316136,86897.35554477894,96201.14655610707,91562.20570467896,93529.05502139797,91070.79227551621,84127.28318173953,96776.13656894,98535.4220422888,104963.24027266039,93735.02535417069,93289.72076592818,100619.40801332679,88985.43665206752,87020.94940127831,94436.80827995582,91775.87443165052,83457.58998108865,87232.24622244773,87942.69420436618,96250.63089409606,91744.07710302022,92961.84542230339,94687.58026315055,89296.50311179264,84804.15964123499,93730.79648891203,97707.56814310073,99361.03198804829,88522.19248937647,89825.20948433016,102527.9425107262,92254.64234988556,97127.021335917,104193.11110847321,89974.84191802872,96661.86478808733,99620.3570055997,101405.49693822562,86702.62317658203,105205.21707761254,93738.80110750397,90938.19628937947,91989.8011844822,95521.14187848801,91083.27430435225,86442.76319570813,96007.95189269264,98310.67452328932,101224.5803053491,94702.99752941355,92235.36860872454,81611.89985054034,83492.17378901063,88172.65166175744,90192.72290431734,89705.43855628131,83901.97586833786,88827.55724432539,90125.38829927449,85910.68670991916,85228.00586727931,93991.08135377937,93327.78965343178,96363.43593622283,91807.2916389791,89858.59680862768,93597.404103586,90360.38047294311,95215.42155278966,105052.11617339595,90742.49338970036,106764.9861556796,90697.16805597988,94062.92480868514,96581.28897996242
Bourbon 4H,Diesel,162336.13641581737,164381.18394252166,158365.67728034698,154239.47130214146,159448.82929651203,164242.3943655568,153969.8772192498,167725.73162419902,161990.90309958247,161719.52777908597,163467.32038072517,163753.58197095606,158172.29066253104,162216.88147628805,165668.62653281388,166651.82451980913,160480.51805802883,162390.65638340724,156386.55820077274,166036.1527978862,164282.78060685098,160260.35241206983,162683.15107787756,151814.30393164878,172182.2821554749,154977.657372835,155019.20818364553,160718.22629007508,164608.89723594068,160698.45719708633,160677.97968447494,173282.07151865194,159461.325617989,159002.88266527883,162385.01969714212,162554.70485444542,160437.30896545047,166313.91877146348,158874.98144875854,169384.70846414342,166028.4638423235,167555.2865688225,163209.19087385092,162463.52114459715,157727.47865024715,168168.67054220935,156508.7127423089,161072.9701480206,159127.1661383842,157709.25238850035,160348.2745726967,154882.7944650728,159881.2185437069,163078.51091866023,162558.37891653038,170820.66996085146,160067.42887378886,158100.2257657551,158088.77089819688,167808.2528997362,158366.80071955352,167007.6731965642,169910.59037678692,164165.09729570808,157627.48743081762,160352.73365363778,170597.00745741025,161752.2979155411,158934.67437736483,159687.0578745312,157570.42545039358,156413.2958165773,162904.74576620827,162792.2307882002,162465.04173606198,171439.54051895603,159790.54301669032,159037.02088743492,157964.80577574295,167003.43531462087,163613.45224140215,160963.23403211395,154382.8512436377,176372.22500399887,167571.04479664803,169198.31398962528,159365.7829433645,163595.23382113644,164433.01070927468,172113.11024612893,165821.63171988016,165515.0854707463,166648.59447298775,159672.44735652933,157462.3923981607,157868.98727752082,151276.10992528457,162334.6291017181,159671.48357636773,174299.4941780684,156227.72400237943
